ID,status
0,Delivered
1,Delivered
2,Delivered
3,Delivered
4,Cancelled
5,Delivered
6,Cancelled
7,Cancelled
8,Delivered
9,Delivered
10,Delivered
11,Cancelled
12,Delivered
13,Cancelled
14,Delivered
15,Cancelled
16,Delivered
17,Delivered
18,Delivered
19,Delivered
20,Delivered
21,Delivered
22,Delivered
23,Delivered
24,Cancelled
25,Cancelled
26,Cancelled
27,Cancelled
28,Cancelled
29,Delivered
30,Delivered
31,Cancelled
32,Delivered
33,Delivered
34,Delivered
35,Cancelled
36,Delivered
37,Delivered
38,Delivered
39,Delivered
40,Delivered
41,Delivered
42,Cancelled
43,Delivered
44,Cancelled
45,Cancelled
46,Delivered
47,Delivered
48,Delivered
49,Delivered
50,Delivered
51,Cancelled
52,Delivered
53,Cancelled
54,Cancelled
55,Delivered
56,Delivered
57,Cancelled
58,Delivered
59,Cancelled
60,Delivered
61,Cancelled
62,Delivered
63,Delivered
64,Cancelled
65,Delivered
66,Cancelled
67,Delivered
68,Delivered
69,Delivered
70,Delivered
71,Delivered
72,Cancelled
73,Delivered
74,Cancelled
75,Delivered
76,Delivered
77,Cancelled
78,Delivered
79,Cancelled
80,Cancelled
81,Delivered
82,Delivered
83,Delivered
84,Delivered
85,Delivered
86,Cancelled
87,Delivered
88,Delivered
89,Cancelled
90,Delivered
91,Delivered
92,Cancelled
93,Delivered
94,Delivered
95,Delivered
96,Cancelled
97,Cancelled
98,Cancelled
99,Cancelled
100,Delivered
101,Delivered
102,Cancelled
103,Delivered
104,Delivered
105,Cancelled
106,Delivered
107,Delivered
108,Delivered
109,Delivered
110,Delivered
111,Delivered
112,Delivered
113,Delivered
114,Delivered
115,Cancelled
116,Delivered
117,Cancelled
118,Cancelled
119,Cancelled
120,Cancelled
121,Cancelled
122,Delivered
123,Delivered
124,Cancelled
125,Delivered
126,Cancelled
127,Cancelled
128,Cancelled
129,Delivered
130,Cancelled
131,Cancelled
132,Delivered
133,Delivered
134,Delivered
135,Cancelled
136,Cancelled
137,Delivered
138,Delivered
139,Cancelled
140,Cancelled
141,Delivered
142,Delivered
143,Cancelled
144,Delivered
145,Delivered
146,Cancelled
147,Cancelled
148,Delivered
149,Delivered
150,Cancelled
151,Delivered
152,Delivered
153,Delivered
154,Delivered
155,Delivered
156,Cancelled
157,Cancelled
158,Delivered
159,Delivered
160,Delivered
161,Cancelled
162,Delivered
163,Delivered
164,Cancelled
165,Cancelled
166,Delivered
167,Cancelled
168,Cancelled
169,Delivered
170,Delivered
171,Cancelled
172,Cancelled
173,Cancelled
174,Cancelled
175,Delivered
176,Delivered
177,Delivered
178,Delivered
179,Delivered
180,Delivered
181,Delivered
182,Cancelled
183,Cancelled
184,Cancelled
185,Delivered
186,Cancelled
187,Cancelled
188,Cancelled
189,Delivered
190,Delivered
191,Delivered
192,Delivered
193,Delivered
194,Cancelled
195,Cancelled
196,Delivered
197,Delivered
198,Delivered
199,Delivered
200,Delivered
201,Delivered
202,Cancelled
203,Delivered
204,Delivered
205,Delivered
206,Delivered
207,Delivered
208,Delivered
209,Delivered
210,Cancelled
211,Delivered
212,Delivered
213,Cancelled
214,Delivered
215,Cancelled
216,Cancelled
217,Delivered
218,Delivered
219,Delivered
220,Delivered
221,Delivered
222,Cancelled
223,Cancelled
224,Delivered
225,Cancelled
226,Cancelled
227,Cancelled
228,Delivered
229,Cancelled
230,Delivered
231,Cancelled
232,Delivered
233,Delivered
234,Cancelled
235,Cancelled
236,Delivered
237,Cancelled
238,Cancelled
239,Delivered
240,Delivered
241,Delivered
242,Delivered
243,Cancelled
244,Delivered
245,Delivered
246,Delivered
247,Cancelled
248,Delivered
249,Delivered
250,Delivered
251,Delivered
252,Cancelled
253,Delivered
254,Delivered
255,Delivered
256,Cancelled
257,Delivered
258,Delivered
259,Delivered
260,Delivered
261,Cancelled
262,Delivered
263,Delivered
264,Cancelled
265,Cancelled
266,Cancelled
267,Delivered
268,Delivered
269,Delivered
270,Delivered
271,Delivered
272,Cancelled
273,Delivered
274,Delivered
275,Delivered
276,Delivered
277,Delivered
278,Delivered
279,Cancelled
280,Cancelled
281,Delivered
282,Cancelled
283,Delivered
284,Delivered
285,Delivered
286,Cancelled
287,Cancelled
288,Delivered
289,Cancelled
290,Delivered
291,Delivered
292,Cancelled
293,Delivered
294,Delivered
295,Cancelled
296,Cancelled
297,Delivered
298,Delivered
299,Delivered
300,Cancelled
301,Delivered
302,Delivered
303,Delivered
304,Delivered
305,Delivered
306,Delivered
307,Cancelled
308,Delivered
309,Delivered
310,Cancelled
311,Delivered
312,Delivered
313,Cancelled
314,Cancelled
315,Delivered
316,Cancelled
317,Delivered
318,Cancelled
319,Cancelled
320,Delivered
321,Delivered
322,Delivered
323,Delivered
324,Delivered
325,Delivered
326,Delivered
327,Delivered
328,Delivered
329,Delivered
330,Cancelled
331,Cancelled
332,Cancelled
333,Delivered
334,Delivered
335,Delivered
336,Cancelled
337,Delivered
338,Cancelled
339,Delivered
340,Delivered
341,Delivered
342,Cancelled
343,Cancelled
344,Delivered
345,Delivered
346,Delivered
347,Delivered
348,Delivered
349,Delivered
350,Cancelled
351,Cancelled
352,Cancelled
353,Cancelled
354,Cancelled
355,Cancelled
356,Cancelled
357,Delivered
358,Cancelled
359,Cancelled
360,Cancelled
361,Cancelled
362,Delivered
363,Delivered
364,Delivered
365,Delivered
366,Delivered
367,Delivered
368,Delivered
369,Delivered
370,Delivered
371,Cancelled
372,Cancelled
373,Delivered
374,Delivered
375,Delivered
376,Cancelled
377,Delivered
378,Cancelled
379,Delivered
380,Delivered
381,Delivered
382,Cancelled
383,Cancelled
384,Delivered
385,Cancelled
386,Delivered
387,Delivered
388,Delivered
389,Cancelled
390,Delivered
391,Cancelled
392,Delivered
393,Delivered
394,Delivered
395,Cancelled
396,Cancelled
397,Cancelled
398,Delivered
399,Delivered
400,Cancelled
401,Cancelled
402,Cancelled
403,Cancelled
404,Delivered
405,Cancelled
406,Delivered
407,Cancelled
408,Delivered
409,Cancelled
410,Cancelled
411,Cancelled
412,Delivered
413,Delivered
414,Cancelled
415,Delivered
416,Delivered
417,Cancelled
418,Delivered
419,Delivered
420,Delivered
421,Cancelled
422,Cancelled
423,Cancelled
424,Delivered
425,Cancelled
426,Cancelled
427,Delivered
428,Delivered
429,Delivered
430,Delivered
431,Cancelled
432,Cancelled
433,Cancelled
434,Delivered
435,Delivered
436,Delivered
437,Cancelled
438,Delivered
439,Delivered
440,Delivered
441,Cancelled
442,Delivered
443,Delivered
444,Cancelled
445,Cancelled
446,Delivered
447,Cancelled
448,Cancelled
449,Cancelled
450,Delivered
451,Delivered
452,Delivered
453,Cancelled
454,Cancelled
455,Cancelled
456,Delivered
457,Delivered
458,Delivered
459,Delivered
460,Delivered
461,Delivered
462,Delivered
463,Cancelled
464,Delivered
465,Delivered
466,Cancelled
467,Cancelled
468,Cancelled
469,Cancelled
470,Cancelled
471,Delivered
472,Delivered
473,Delivered
474,Delivered
475,Delivered
476,Delivered
477,Cancelled
478,Cancelled
479,Delivered
480,Delivered
481,Delivered
482,Delivered
483,Delivered
484,Delivered
485,Cancelled
486,Cancelled
487,Delivered
488,Cancelled
489,Delivered
490,Delivered
491,Delivered
492,Cancelled
493,Delivered
494,Cancelled
495,Delivered
496,Delivered
497,Cancelled
498,Delivered
499,Delivered
500,Delivered
501,Delivered
502,Delivered
503,Delivered
504,Cancelled
505,Delivered
506,Delivered
507,Delivered
508,Cancelled
509,Delivered
510,Cancelled
511,Delivered
512,Delivered
513,Delivered
514,Delivered
515,Delivered
516,Cancelled
517,Delivered
518,Cancelled
519,Delivered
520,Delivered
521,Delivered
522,Delivered
523,Delivered
524,Delivered
525,Cancelled
526,Delivered
527,Cancelled
528,Delivered
529,Cancelled
530,Cancelled
531,Delivered
532,Delivered
533,Delivered
534,Delivered
535,Cancelled
536,Delivered
537,Cancelled
538,Delivered
539,Delivered
540,Delivered
541,Delivered
542,Delivered
543,Cancelled
544,Delivered
545,Cancelled
546,Delivered
547,Delivered
548,Delivered
549,Delivered
550,Delivered
551,Delivered
552,Cancelled
553,Delivered
554,Delivered
555,Delivered
556,Cancelled
557,Delivered
558,Delivered
559,Delivered
560,Delivered
561,Delivered
562,Delivered
563,Delivered
564,Cancelled
565,Cancelled
566,Cancelled
567,Delivered
568,Delivered
569,Delivered
570,Delivered
571,Cancelled
572,Cancelled
573,Cancelled
574,Cancelled
575,Delivered
576,Delivered
577,Delivered
578,Delivered
579,Cancelled
580,Cancelled
581,Delivered
582,Cancelled
583,Delivered
584,Delivered
585,Delivered
586,Cancelled
587,Delivered
588,Delivered
589,Cancelled
590,Delivered
591,Delivered
592,Delivered
593,Delivered
594,Cancelled
595,Delivered
596,Cancelled
597,Delivered
598,Cancelled
599,Cancelled
600,Delivered
601,Cancelled
602,Cancelled
603,Delivered
604,Delivered
605,Delivered
606,Delivered
607,Cancelled
608,Delivered
609,Cancelled
610,Delivered
611,Delivered
612,Cancelled
613,Delivered
614,Cancelled
615,Cancelled
616,Cancelled
617,Cancelled
618,Delivered
619,Cancelled
620,Delivered
621,Cancelled
622,Cancelled
623,Delivered
624,Cancelled
625,Delivered
626,Delivered
627,Delivered
628,Cancelled
629,Cancelled
630,Cancelled
631,Cancelled
632,Delivered
633,Cancelled
634,Delivered
635,Delivered
636,Cancelled
637,Delivered
638,Cancelled
639,Delivered
640,Delivered
641,Delivered
642,Cancelled
643,Delivered
644,Cancelled
645,Cancelled
646,Cancelled
647,Cancelled
648,Cancelled
649,Delivered
650,Delivered
651,Delivered
652,Delivered
653,Delivered
654,Cancelled
655,Cancelled
656,Cancelled
657,Delivered
658,Cancelled
659,Delivered
660,Cancelled
661,Cancelled
662,Cancelled
663,Delivered
664,Delivered
665,Delivered
666,Cancelled
667,Delivered
668,Delivered
669,Cancelled
670,Delivered
671,Delivered
672,Cancelled
673,Cancelled
674,Delivered
675,Delivered
676,Cancelled
677,Cancelled
